-3.084426947476822112e-01,-5.801726528252492132e-01,4.042704392009414671e-01,-9.439311857001640715e-02,-1.148189139024506256e+00,-1.000545407046783408e+00,-1.542898892650460985e+00,7.534593065402548362e-01,3.463223602011422098e-01,8.156130336145428483e-01,0.000000000000000000e+00
2.261300084675701427e-01,-5.406021194833288135e-01,9.263853325029461905e-01,1.357911223617120078e-01,7.394322078630733985e-01,7.414483061901018246e-01,-1.511206706799322896e+00,-1.419266456987550384e+00,-1.582958506126935505e-01,-2.431891048998200133e-01,2.000000000000000000e+00
-3.576375292418679241e-01,-9.482543378408132551e-01,-2.049892683206481214e-01,-2.702926264904054854e+00,2.654810489615679892e+00,-1.468355452387419380e+00,1.065364591752846923e+00,2.677403597511250344e-01,1.918735315876894498e+00,1.528152259016178904e+00,1.000000000000000000e+00
-9.550729367607828368e-02,-1.549273013982813973e-01,1.058839400758538468e-01,-4.551155195815790866e-01,2.990517740452350859e-01,-3.604281529565503961e-01,7.622182206428634865e-01,-5.402561351256714994e-01,5.662487449424721264e-01,1.154498995021597363e+00,1.000000000000000000e+00
3.415279228916627829e-01,3.235247542674454801e-02,-4.028418846163613898e-01,2.293755033206659466e-01,1.079446717549338963e+00,1.122708302830179861e+00,-1.099464083431140882e+00,8.758645296281262205e-01,2.245827029149801923e+00,7.548195154852419542e-01,2.000000000000000000e+00
-3.020448968970235737e-01,3.785276472364449557e-02,-1.289944797129689347e+00,-2.138608359739198495e+00,2.020558384213011927e+00,-1.222974746490534503e+00,-8.163511752797575349e-01,2.514505688205877387e+00,1.057706075230268494e+00,1.403450715556081363e+00,1.000000000000000000e+00
-2.106695817893023959e-01,2.330017346820141000e-01,2.610340627757209431e-01,-9.336709258680410128e-01,5.517187888554140329e-01,-7.866852892071574122e-01,1.112416461209627006e+00,8.068457445139720630e-01,-6.063964207549271679e-01,2.397585666017985062e-01,1.000000000000000000e+00
-1.458218494234448104e-01,4.313077157549163876e-01,-1.354046476117589437e+00,-1.230413165175126000e+00,1.279706411863467563e+00,-6.139539286766547699e-01,7.842545398000559942e-01,1.391445876155358530e+00,-4.746833848009210377e-01,-1.078803039857039042e-01,1.000000000000000000e+00
5.823725418049602309e-01,-1.176346158197606240e+00,1.441170330026009472e+00,1.247442878326811416e-01,2.250100654233883724e+00,1.882779947562393197e+00,-5.243825694710998499e-03,-1.507969375444671245e+00,2.071596616848602856e+00,5.243402892276409766e-01,2.000000000000000000e+00
-3.043443376205803297e-01,-6.949470870344156559e-01,1.049839913099267719e+00,-1.176559106784807740e-01,-1.095250638926783315e+00,-9.901646942073524249e-01,-1.739411525209959286e-02,1.699691831448944646e+00,-8.052897425700966672e-01,7.015783588060077181e-01,0.000000000000000000e+00
-1.466087452421051818e-01,1.211082746888829664e+00,-9.232511057883843186e-01,-9.463430918031657813e-01,8.397964237892628914e-01,-5.827168236389022038e-01,-1.107393288096887973e+00,-1.265469105015410767e+00,3.519213904841229090e-01,1.210316607600177702e-01,2.000000000000000000e+00
-2.986919677185020938e-01,4.075074094555402038e-01,2.622332461848344565e-01,-1.110702545017407290e-02,-1.235314538835161402e+00,-9.593716850153609643e-01,-1.969997402020273070e+00,-3.073282145124583975e-01,-8.289496169900822942e-02,9.316780788416338666e-02,0.000000000000000000e+00
-2.868343190446351887e-01,-2.391095019723684101e-01,-5.131621140023784333e-01,-3.086042679255391885e-01,-7.283486622189100368e-01,-9.566952434777046266e-01,-9.084469485450218373e-01,1.420887324308931721e+00,-5.195872326606865155e-01,4.680243362374301719e-01,0.000000000000000000e+00
-2.130906822788138644e-01,1.081760360827929840e-01,1.933884299267488949e+00,-1.393433480559162607e+00,1.248214161266229194e+00,-8.490926536005239944e-01,-3.095825218693415981e-01,1.266405274499137867e+00,-7.908973018598627891e-02,2.012345383479309469e+00,1.000000000000000000e+00
-3.713960685998378142e-01,-9.048026291457670345e-01,1.046316055178874299e-01,-2.333553687826550593e+00,2.029403265449635008e+00,-1.468586766753086081e+00,4.127580561112528246e-01,2.578308781884894318e-01,3.980818319564884411e-01,-6.507003694864612608e-01,1.000000000000000000e+00
5.092522669512596911e-01,-2.381711729477446471e-01,-5.460972977147712237e-01,2.219307437612041689e-01,1.794140742630395469e+00,1.659797746243044436e+00,-1.537880045241537263e-01,-2.808084583343897656e+00,6.611626041702343137e-01,8.588421281638475291e-01,2.000000000000000000e+00
1.109873788827770991e-01,-9.139914500718681056e-01,5.690632107550505081e-01,-5.219146540137832302e-01,1.267532557138755456e+00,2.939626207058527729e-01,-1.058331262409287099e+00,2.722263829450959349e-01,1.413150687643505987e-01,-1.580588361233162153e+00,2.000000000000000000e+00
3.119936276478583737e-01,1.270173300881572986e-01,1.190024064436367990e+00,2.977590858862441681e-01,8.505080018233002193e-01,1.036104561541208779e+00,-2.593663218432208151e+00,-8.822889603744066278e-01,-6.255756820254004813e-01,-7.324473674541841506e-01,2.000000000000000000e+00
-3.072589745812636663e-01,-1.114488477060461502e+00,-7.811027375773460513e-01,-3.389288151877213884e-01,-7.673789343222412462e-01,-1.025811133270989828e+00,-5.574136642116905849e-01,-9.048998461634721879e-01,-1.884337333599348741e+00,-6.986996968786312046e-01,0.000000000000000000e+00
-3.074025755467831855e-01,-1.857451563114224380e-01,2.128104452429753213e-01,-1.873143421775542161e-01,-1.001009766822470892e+00,-1.008252705388411830e+00,-2.884345709722223594e-01,1.474375413298267157e+00,2.131035772961543950e-01,-6.958367447897189084e-01,0.000000000000000000e+00
